-0.374906	-0.381012	0.337545	-0.37699	-0.143134	-0.189728	-0.324743	0.124059	0.351721	-0.364787	0.143851	0.0438401	
0.135424	0.111282	-0.150226	0.150569	-0.0620657	-0.286669	-0.308421	0.553834	-0.231327	0.112559	0.595342	0.122731	
0.0725474	0.0681474	-0.0792303	0.00106559	-0.719935	-0.585705	0.187201	-0.211593	0.0521231	0.134813	-0.129754	0.0622545	
-0.0739728	0.0330697	-0.113779	-0.0657215	0.0554043	0.0842991	0.0398958	-0.12515	-0.0510971	-0.0809607	-0.0227446	0.968415	
0.186092	0.100216	0.659588	0.151896	-0.0288429	0.062754	0.230848	0.415305	0.31276	0.335429	-0.151457	0.179981	
-0.123265	-0.192699	-0.488207	-0.0311034	-0.165413	0.137189	0.239039	0.638197	0.0977088	-0.160373	-0.402183	-0.00998538	
0.268097	-0.224067	-0.368497	-0.233559	0.0431062	0.128126	-0.170317	-0.119916	0.579954	0.512415	0.161817	0.0237527	
0.117948	-0.218584	-0.0810179	0.170409	0.435283	-0.433399	0.566973	-0.0404396	0.254574	-0.25797	0.264673	0.00105917	
0.728326	0.189805	0.040751	-0.279177	-0.174179	0.179187	-0.0146011	0.0247638	0.0777022	-0.529397	0.0496351	-0.0061341	
-0.306347	0.571078	-0.139479	0.375945	-0.133646	0.166089	-0.0494396	-0.0542568	0.5284	-0.231682	0.180209	-0.0330518	
0.254573	-0.414899	0.00690481	0.684589	-0.0369261	-0.0375513	-0.419863	-0.0948974	0.0845659	-0.165228	-0.25494	0.0763408	
-0.0651624	-0.395331	0.0776117	0.18304	-0.429882	0.49164	0.349117	-0.0925143	-0.124201	-0.00130115	0.475633	-0.0108299	
